term,corpus_frequency,document_frequency,document_frequency_pct,standard_stopword,domain_specific,candidate_for_removal,reason
potent,1,1,0.0152,False,False,False,
applications,1,1,0.0152,False,False,False,
pilot,2,1,0.0152,False,False,False,
rtllm,1,1,0.0152,False,False,False,
verilogeval,1,1,0.0152,False,False,False,
curriculum,1,1,0.0152,False,False,False,
organization,1,1,0.0152,False,False,False,
dream,1,1,0.0152,False,False,False,
fulfil,1,1,0.0152,False,False,False,
openended,1,1,0.0152,False,False,False,
career,1,1,0.0152,False,False,False,
stateof,1,1,0.0152,False,False,False,
augmentation,1,1,0.0152,False,False,False,
opensource,1,1,0.0152,False,False,False,
ended,1,1,0.0152,False,False,False,
legacy,2,1,0.0152,False,False,False,
teamwork,1,1,0.0152,False,False,False,
silly,1,1,0.0152,False,False,False,
misinterpretations,1,1,0.0152,False,False,False,
distinctive,2,1,0.0152,False,False,False,
pangu,1,1,0.0152,False,False,False,
engineers,1,1,0.0152,False,False,False,
truth,1,1,0.0152,False,False,False,
cot,1,1,0.0152,False,False,False,
thought,1,1,0.0152,False,False,False,
chainof,1,1,0.0152,False,False,False,
phrase,1,1,0.0152,False,False,False,
characteristic,2,1,0.0152,False,False,False,
devgpt,1,1,0.0152,False,False,False,
hdl,4,1,0.0152,False,False,False,
verilog,6,1,0.0152,False,False,False,
haven,7,1,0.0152,False,False,False,
norway,1,1,0.0152,False,False,False,
trondheim,1,1,0.0152,False,False,False,
companion,1,1,0.0152,False,False,False,
fse,1,1,0.0152,False,False,False,
assurance,1,1,0.0152,False,False,False,
pull,1,1,0.0152,False,False,False,
merge,1,1,0.0152,False,False,False,
reviewerscore,1,1,0.0152,False,False,False,
onboarding,1,1,0.0152,False,False,False,
reviewer,2,1,0.0152,False,False,False,
swift,2,1,0.0152,False,False,False,
kotlin,2,1,0.0152,False,False,False,
native,2,1,0.0152,False,False,False,
team,3,1,0.0152,False,False,False,
pool,1,1,0.0152,False,False,False,
geospatial,18,1,0.0152,False,False,False,
cop,4,1,0.0152,False,False,False,
bigcode,1,1,0.0152,False,False,False,
ownership,1,1,0.0152,False,False,False,
romanian,1,1,0.0152,False,False,False,
clujnapoca,1,1,0.0152,False,False,False,
android,1,1,0.0152,False,False,False,
transition,1,1,0.0152,False,False,False,
smooth,1,1,0.0152,False,False,False,
get,1,1,0.0152,True,False,False,
sensing,2,1,0.0152,False,False,False,
advancement,3,1,0.0152,False,False,False,
engine,4,1,0.0152,False,False,False,
earth,4,1,0.0152,False,False,False,
geographic,1,1,0.0152,False,False,False,
necessity,1,1,0.0152,False,False,False,
ablation,1,1,0.0152,False,False,False,
bennett,1,1,0.0152,False,False,False,
defense,1,1,0.0152,False,False,False,
trend,1,1,0.0152,False,False,False,
affair,1,1,0.0152,False,False,False,
military,1,1,0.0152,False,False,False,
tic,1,1,0.0152,False,False,False,
poli,1,1,0.0152,False,False,False,
ecology,1,1,0.0152,False,False,False,
spatiotemporal,2,1,0.0152,False,False,False,
zhang,2,1,0.0152,False,False,False,
breunig,1,1,0.0152,False,False,False,
volume,1,1,0.0152,False,False,False,
dramatic,1,1,0.0152,False,False,False,
acquisition,1,1,0.0152,False,False,False,
signifi,1,1,0.0152,False,False,False,
unrestricted,1,1,0.0152,False,False,False,
noncommercial,1,1,0.0152,False,False,False,
francis,1,1,0.0152,False,False,False,
taylor,1,1,0.0152,False,False,False,
trading,1,1,0.0152,False,False,False,
informa,1,1,0.0152,False,False,False,
huawei,1,1,0.0152,False,False,False,
mahr,3,1,0.0152,False,False,False,
mihn,3,1,0.0152,False,False,False,
micro,1,1,0.0152,False,False,False,
publish,2,1,0.0152,False,False,False,
wuhan,2,1,0.0152,False,False,False,
surveying,1,1,0.0152,False,False,False,
huayi,1,1,0.0152,False,False,False,
contact,1,1,0.0152,False,False,False,
consent,1,1,0.0152,False,False,False,
apihulbench,1,1,0.0152,False,False,False,
constrain,1,1,0.0152,False,False,False,
mine,1,1,0.0152,True,False,False,
decoding,1,1,0.0152,False,False,False,
constrained,1,1,0.0152,False,False,False,
supplement,1,1,0.0152,False,False,False,
posting,1,1,0.0152,False,False,False,
cite,1,1,0.0152,False,False,False,
lation,1,1,0.0152,False,False,False,
compi,1,1,0.0152,False,False,False,
rendering,1,1,0.0152,False,False,False,
stantial,1,1,0.0152,False,False,False,
heterogeneity,1,1,0.0152,False,False,False,
shen,1,1,0.0152,False,False,False,
disciplinary,2,1,0.0152,False,False,False,
sustainable,1,1,0.0152,False,False,False,
mining,1,1,0.0152,False,False,False,
marin,4,1,0.0152,False,False,False,
discovery,1,1,0.0152,False,False,False,
sis,1,1,0.0152,False,False,False,
analy,1,1,0.0152,False,False,False,
vol,1,1,0.0152,False,False,False,
liang,1,1,0.0152,False,False,False,
kempeneers,1,1,0.0152,False,False,False,
bifet,1,1,0.0152,False,False,False,
torgo,1,1,0.0152,False,False,False,
alam,1,1,0.0152,False,False,False,
terra,1,1,0.0152,False,False,False,
raster,1,1,0.0152,False,False,False,
arcpy,1,1,0.0152,False,False,False,
gdal,1,1,0.0152,False,False,False,
increa,1,1,0.0152,False,False,False,
pie,1,1,0.0152,False,False,False,
arcgis,1,1,0.0152,False,False,False,
cloud,2,1,0.0152,False,False,False,
soille,1,1,0.0152,False,False,False,
foster,1,1,0.0152,False,False,False,
standardize,1,1,0.0152,False,False,False,
ning,1,1,0.0152,False,False,False,
oucheikh,2,1,0.0152,False,False,False,
mansourian,2,1,0.0152,False,False,False,
szymański,2,1,0.0152,False,False,False,
martin,2,1,0.0152,False,False,False,
gramacki,2,1,0.0152,False,False,False,
ing,1,1,0.0152,False,False,False,
hou,5,1,0.0152,False,False,False,
bebortta,1,1,0.0152,False,False,False,
kelly,1,1,0.0152,False,False,False,
muellerklein,1,1,0.0152,False,False,False,
palomino,1,1,0.0152,False,False,False,
seamless,1,1,0.0152,False,False,False,
ogc,1,1,0.0152,False,False,False,
consortium,1,1,0.0152,False,False,False,
interoperability,1,1,0.0152,False,False,False,
jöst,1,1,0.0152,False,False,False,
zipf,1,1,0.0152,False,False,False,
configure,1,1,0.0152,False,False,False,
assemble,1,1,0.0152,False,False,False,
standardized,1,1,0.0152,False,False,False,
giservice,1,1,0.0152,False,False,False,
geographical,1,1,0.0152,False,False,False,
cal,1,1,0.0152,False,False,False,
technologi,1,1,0.0152,False,False,False,
enhan,1,1,0.0152,False,False,False,
inter,1,1,0.0152,False,False,False,
thing,1,1,0.0152,False,False,False,
guilbert,1,1,0.0152,False,False,False,
kokla,1,1,0.0152,False,False,False,
generalizability,1,1,0.0152,False,False,False,
giservices,1,1,0.0152,False,False,False,
construction,1,1,0.0152,False,False,False,
jeppesen,1,1,0.0152,False,False,False,
elag,1,1,0.0152,False,False,False,
goodall,1,1,0.0152,False,False,False,
console,1,1,0.0152,False,False,False,
statutory,1,1,0.0152,False,False,False,
resort,1,1,0.0152,False,False,False,
misuse,1,1,0.0152,False,False,False,
intended,1,1,0.0152,False,False,False,
invoke,1,1,0.0152,False,False,False,
castronova,1,1,0.0152,False,False,False,
material,3,1,0.0152,False,False,False,
wizardcoder,1,1,0.0152,False,False,False,
guo,1,1,0.0152,False,False,False,
deepseek,1,1,0.0152,False,False,False,
roziere,1,1,0.0152,False,False,False,
party,1,1,0.0152,False,False,False,
licence,4,1,0.0152,False,False,False,
trans,1,1,0.0152,False,False,False,
zhao,1,1,0.0152,False,False,False,
minaee,1,1,0.0152,False,False,False,
endow,1,1,0.0152,False,False,False,
sharing,1,1,0.0152,False,False,False,
behavioral,1,1,0.0152,False,False,False,
jaouhari,1,1,0.0152,False,False,False,
intensive,1,1,0.0152,False,False,False,
labor,1,1,0.0152,False,False,False,
trick,1,1,0.0152,False,False,False,
optimization,1,1,0.0152,False,False,False,
spec,2,1,0.0152,False,False,False,
pay,1,1,0.0152,False,False,False,
path,1,1,0.0152,False,False,False,
happy,1,1,0.0152,False,False,False,
exact,1,1,0.0152,False,False,False,
alphacodium,4,1,0.0152,False,False,False,
apis,1,1,0.0152,False,False,False,
interfaces,1,1,0.0152,False,False,False,
hierarchical,3,1,0.0152,False,False,False,
velocity,1,1,0.0152,False,False,False,
chandra,1,1,0.0152,False,False,False,
instructional,1,1,0.0152,False,False,False,
underperform,1,1,0.0152,False,False,False,
generic,1,1,0.0152,False,False,False,
blackbox,1,1,0.0152,False,False,False,
intention,1,1,0.0152,False,False,False,
arbitrary,1,1,0.0152,False,False,False,
halltrigger,2,1,0.0152,False,False,False,
ease,1,1,0.0152,False,False,False,
questionable,1,1,0.0152,False,False,False,
nuanced,1,1,0.0152,False,False,False,
theme,1,1,0.0152,False,False,False,
alter,1,1,0.0152,False,False,False,
concerned,1,1,0.0152,False,False,False,
huge,1,1,0.0152,False,False,False,
applicable,1,1,0.0152,False,False,False,
codeforces,1,1,0.0152,False,False,False,
competitive,1,1,0.0152,False,False,False,
copying,1,1,0.0152,False,False,False,
multistage,1,1,0.0152,False,False,False,
codemirage,2,1,0.0152,False,False,False,
codehalueval,1,1,0.0152,False,False,False,
quantify,1,1,0.0152,False,False,False,
granularity,1,1,0.0152,False,False,False,
subcategorie,1,1,0.0152,False,False,False,
website,1,1,0.0152,False,False,False,
naming,1,1,0.0152,False,False,False,
codehalu,3,1,0.0152,False,False,False,
sheer,1,1,0.0152,False,False,False,
lanyado,1,1,0.0152,False,False,False,
compromise,1,1,0.0152,False,False,False,
pmlr,1,1,0.0152,False,False,False,
austria,1,1,0.0152,False,False,False,
vienna,1,1,0.0152,False,False,False,
conference,1,1,0.0152,False,False,False,
pervasive,1,1,0.0152,False,False,False,
unpredictability,1,1,0.0152,False,False,False,
confabulation,1,1,0.0152,False,False,False,
unpredictable,1,1,0.0152,False,False,False,
bench,6,1,0.0152,False,False,False,
collu,4,1,0.0152,False,False,False,
codebert,1,1,0.0152,False,False,False,
tuned,1,1,0.0152,False,False,False,
comparable,1,1,0.0152,False,False,False,
visit,1,1,0.0152,False,False,False,
halllucination,1,1,0.0152,False,False,False,
imperative,1,1,0.0152,False,False,False,
encoder,1,1,0.0152,False,False,False,
leak,1,1,0.0152,False,False,False,
happen,1,1,0.0152,False,False,False,
surge,1,1,0.0152,False,False,False,
sound,1,1,0.0152,False,False,False,
bidirectional,2,1,0.0152,False,False,False,
probability,4,1,0.0152,False,False,False,
apr,1,1,0.0152,False,False,False,
bert,2,1,0.0152,False,False,False,
collubench,1,1,0.0152,False,False,False,
trained,1,1,0.0152,False,False,False,
loss,1,1,0.0152,False,False,False,
financial,1,1,0.0152,False,False,False,
proceeding,1,1,0.0152,False,False,False,
galinkin,1,1,0.0152,False,False,False,
erick,1,1,0.0152,False,False,False,
krishna,1,1,0.0152,False,False,False,
arjun,1,1,0.0152,False,False,False,
lay,1,1,0.0152,False,False,False,
corporation,1,1,0.0152,False,False,False,
waterloo,1,1,0.0152,False,False,False,
crack,1,1,0.0152,False,False,False,
vaswani,1,1,0.0152,False,False,False,
motivation,2,1,0.0152,False,False,False,
deepseekcoder,2,1,0.0152,False,False,False,
dsc,1,1,0.0152,False,False,False,
identifier,6,1,0.0152,False,False,False,
background,1,1,0.0152,False,False,False,
delimiter,1,1,0.0152,False,False,False,
keyword,2,1,0.0152,False,False,False,
swe,3,1,0.0152,False,False,False,
mini,2,1,0.0152,False,False,False,
augment,6,1,0.0152,False,False,False,
eos,3,1,0.0152,False,False,False,
sophisticated,1,1,0.0152,False,False,False,
localize,1,1,0.0152,False,False,False,
personnel,1,1,0.0152,False,False,False,
prediction,2,1,0.0152,False,False,False,
experienced,1,1,0.0152,False,False,False,
ide,1,1,0.0152,False,False,False,
variant,1,1,0.0152,False,False,False,
invent,1,1,0.0152,False,False,False,
integer,4,1,0.0152,False,False,False,
unaware,1,1,0.0152,False,False,False,
grounding,1,1,0.0152,False,False,False,
hallucinator,4,1,0.0152,False,False,False,
reflection,1,1,0.0152,False,False,False,
interfere,1,1,0.0152,False,False,False,
friction,1,1,0.0152,False,False,False,
notion,1,1,0.0152,False,False,False,
steep,1,1,0.0152,False,False,False,
clue,1,1,0.0152,False,False,False,
inconsistent,1,1,0.0152,False,False,False,
domainspecific,1,1,0.0152,False,False,False,
diminish,1,1,0.0152,False,False,False,
plethora,1,1,0.0152,False,False,False,
rlhf,1,1,0.0152,False,False,False,
outcomes,1,1,0.0152,False,False,False,
expectations,1,1,0.0152,False,False,False,
contextualized,4,1,0.0152,False,False,False,
experiences,1,1,0.0152,False,False,False,
distance,1,1,0.0152,False,False,False,
cursor,1,1,0.0152,False,False,False,
add,1,1,0.0152,False,False,False,
prefix,1,1,0.0152,False,False,False,
desire,1,1,0.0152,False,False,False,
resemble,1,1,0.0152,False,False,False,
instructgpt,1,1,0.0152,False,False,False,
combination,1,1,0.0152,False,False,False,
express,1,1,0.0152,False,False,False,
consultant,1,1,0.0152,False,False,False,
matter,1,1,0.0152,False,False,False,
editor,1,1,0.0152,False,False,False,
contentgenerative,1,1,0.0152,False,False,False,
constructive,1,1,0.0152,False,False,False,
litany,1,1,0.0152,False,False,False,
symbiosis,1,1,0.0152,False,False,False,
unveil,1,1,0.0152,False,False,False,
age,1,1,0.0152,False,False,False,
duck,6,1,0.0152,False,False,False,
rubber,5,1,0.0152,False,False,False,
glam,1,1,0.0152,False,False,False,
saving,1,1,0.0152,False,False,False,
stackspot,1,1,0.0152,False,False,False,
precise,1,1,0.0152,False,False,False,
walkthroughs,1,1,0.0152,False,False,False,
refactoring,1,1,0.0152,False,False,False,
fashion,1,1,0.0152,False,False,False,
pairwise,1,1,0.0152,False,False,False,
agile,1,1,0.0152,False,False,False,
replace,1,1,0.0152,False,False,False,
elucidate,1,1,0.0152,False,False,False,
inanimate,1,1,0.0152,False,False,False,
lineby,1,1,0.0152,False,False,False,
propensity,1,1,0.0152,False,False,False,
heuristic,1,1,0.0152,False,False,False,
inverse,1,1,0.0152,False,False,False,
december,1,1,0.0152,False,False,False,
trillionparameter,1,1,0.0152,False,False,False,
optimality,1,1,0.0152,False,False,False,
pareto,1,1,0.0152,False,False,False,
analyzed,1,1,0.0152,False,False,False,
overflow,1,1,0.0152,False,False,False,
recording,2,1,0.0152,False,False,False,
recruit,1,1,0.0152,False,False,False,
brain,1,1,0.0152,False,False,False,
january,1,1,0.0152,False,False,False,
screen,3,1,0.0152,False,False,False,
specificity,1,1,0.0152,False,False,False,
predicate,1,1,0.0152,False,False,False,
representation,1,1,0.0152,False,False,False,
defend,1,1,0.0152,False,False,False,
defensive,1,1,0.0152,False,False,False,
book,1,1,0.0152,False,False,False,
closed,1,1,0.0152,False,False,False,
garner,1,1,0.0152,False,False,False,
programmaing,1,1,0.0152,False,False,False,
milestone,2,1,0.0152,False,False,False,
mark,1,1,0.0152,False,False,False,
usaco,1,1,0.0152,False,False,False,
establishment,1,1,0.0152,False,False,False,
inherent,1,1,0.0152,False,False,False,
empowerment,1,1,0.0152,False,False,False,
tailor,2,1,0.0152,False,False,False,
categorization,1,1,0.0152,False,False,False,
monthly,1,1,0.0152,False,False,False,
month,1,1,0.0152,False,False,False,
neutral,1,1,0.0152,False,False,False,
enhanced,1,1,0.0152,False,False,False,
astonishing,1,1,0.0152,False,False,False,
quantitative,1,1,0.0152,False,False,False,
november,1,1,0.0152,False,False,False,
finish,1,1,0.0152,False,False,False,
intra,1,1,0.0152,False,False,False,
graph,3,1,0.0152,False,False,False,
partite,1,1,0.0152,False,False,False,
intraconsistency,1,1,0.0152,False,False,False,
mpsc,2,1,0.0152,False,False,False,
treat,1,1,0.0152,False,False,False,
assumption,1,1,0.0152,False,False,False,
rank,1,1,0.0152,False,False,False,
fictional,1,1,0.0152,False,False,False,
behaviour,2,1,0.0152,False,False,False,
swathe,1,1,0.0152,False,False,False,
actor,2,1,0.0152,False,False,False,
property,2,1,0.0152,False,False,False,
dialogue,1,1,0.0152,False,False,False,
solving,1,1,0.0152,False,False,False,
preparation,1,1,0.0152,False,False,False,
shanghai,1,1,0.0152,False,False,False,
html,3,1,0.0152,False,False,False,
lou,1,1,0.0152,False,False,False,
peng,1,1,0.0152,False,False,False,
sha,1,1,0.0152,False,False,False,
feng,1,1,0.0152,False,False,False,
dependent,1,1,0.0152,False,False,False,
ranking,1,1,0.0152,False,False,False,
microsoft,2,1,0.0152,False,False,False,
methodlevel,1,1,0.0152,False,False,False,
hour,1,1,0.0152,False,False,False,
person,1,1,0.0152,False,False,False,
classeval,2,1,0.0152,False,False,False,
interdependent,1,1,0.0152,False,False,False,
sci,18,1,0.0152,False,False,False,
classlevel,1,1,0.0152,False,False,False,
sadi,1,1,0.0152,False,False,False,
appl,17,1,0.0152,False,False,False,
curve,3,1,0.0152,False,False,False,
inference,1,1,0.0152,False,False,False,
necessitate,2,1,0.0152,False,False,False,
routine,2,1,0.0152,False,False,False,
aidriven,1,1,0.0152,False,False,False,
encounter,2,1,0.0152,False,False,False,
modular,8,1,0.0152,False,False,False,
challenges,3,1,0.0152,False,False,False,
operation,2,1,0.0152,False,False,False,
editing,1,1,0.0152,False,False,False,
dedicated,7,1,0.0152,False,False,False,
scade,8,1,0.0152,False,False,False,
fit,1,1,0.0152,False,False,False,
fudan,1,1,0.0152,False,False,False,
reuse,1,1,0.0152,False,False,False,
funder,1,1,0.0152,False,False,False,
trustworthiness,1,1,0.0152,False,False,False,
oct,1,1,0.0152,False,False,False,
longterm,1,1,0.0152,False,False,False,
foreseeable,1,1,0.0152,False,False,False,
technologies,1,1,0.0152,False,False,False,
faculty,1,1,0.0152,False,False,False,
istanbul,1,1,0.0152,False,False,False,
yerle,1,1,0.0152,False,False,False,
buraya,1,1,0.0152,False,False,False,
varsa,1,1,0.0152,False,False,False,
metnini,1,1,0.0152,False,False,False,
dipnot,1,1,0.0152,False,False,False,
yazar,1,1,0.0152,False,False,False,
evren,1,1,0.0152,False,False,False,
invest,1,1,0.0152,False,False,False,
risky,1,1,0.0152,False,False,False,
factual,1,1,0.0152,False,False,False,
misalign,1,1,0.0152,False,False,False,
passive,1,1,0.0152,False,False,False,
feasibility,1,1,0.0152,False,False,False,
maintainability,3,1,0.0152,False,False,False,
toolkit,1,1,0.0152,False,False,False,
compliance,4,1,0.0152,False,False,False,
phantom,1,1,0.0152,False,False,False,
import,1,1,0.0152,False,False,False,
doi,1,1,0.0152,False,False,False,
finetune,1,1,0.0152,False,False,False,
worked,1,1,0.0152,False,False,False,
lyric,1,1,0.0152,False,False,False,
enormous,1,1,0.0152,False,False,False,
fly,1,1,0.0152,False,False,False,
alphacode,1,1,0.0152,False,False,False,
corroborate,1,1,0.0152,False,False,False,
deepmind,1,1,0.0152,False,False,False,
succeed,1,1,0.0152,False,False,False,
palm,1,1,0.0152,False,False,False,
respect,1,1,0.0152,False,False,False,
dafny,1,1,0.0152,False,False,False,
verifiability,1,1,0.0152,False,False,False,
evident,2,1,0.0152,False,False,False,
hallucode,1,1,0.0152,False,False,False,
recognize,2,1,0.0152,False,False,False,
llmgenerate,1,1,0.0152,False,False,False,
thematic,1,1,0.0152,False,False,False,
special,1,1,0.0152,False,False,False,
nlg,1,1,0.0152,False,False,False,
novice,1,1,0.0152,False,False,False,
misleading,1,1,0.0152,False,False,False,
guidance,1,1,0.0152,False,False,False,
elicit,1,1,0.0152,False,False,False,
meta,2,1,0.0152,False,False,False,
length,1,1,0.0152,False,False,False,
debate,1,1,0.0152,False,False,False,
thousand,1,1,0.0152,False,False,False,
sort,1,1,0.0152,False,False,False,
improvise,1,1,0.0152,False,False,False,
word,4,1,0.0152,False,False,False,
card,1,1,0.0152,False,False,False,
landscape,1,1,0.0152,False,False,False,
acknowledge,1,1,0.0152,False,False,False,
english,1,1,0.0152,False,False,False,
adopter,5,1,0.0152,False,False,False,
custom,1,1,0.0152,False,False,False,
equivalent,2,1,0.0152,False,False,False,
biography,1,1,0.0152,False,False,False,
announce,1,1,0.0152,False,False,False,
varied,1,1,0.0152,False,False,False,
pioneer,1,1,0.0152,False,False,False,
automotive,15,1,0.0152,False,False,False,
realm,1,1,0.0152,False,False,False,
groundbreaking,1,1,0.0152,False,False,False,
curate,1,1,0.0152,False,False,False,
confuse,1,1,0.0152,False,False,False,
redundant,1,1,0.0152,False,False,False,
occur,1,1,0.0152,False,False,False,
aviation,3,1,0.0152,False,False,False,
frontier,1,1,0.0152,False,False,False,
energy,17,1,0.0152,False,False,False,
nontrivial,1,1,0.0152,False,False,False,
contradictory,1,1,0.0152,False,False,False,
selfverify,1,1,0.0152,False,False,False,
presence,1,1,0.0152,False,False,False,
manipulation,1,1,0.0152,False,False,False,
numeric,2,1,0.0152,False,False,False,
multiply,1,1,0.0152,False,False,False,
utilization,1,1,0.0152,False,False,False,
tasks,1,1,0.0152,False,False,False,
fight,1,1,0.0152,False,False,False,
glimpse,1,1,0.0152,False,False,False,
compact,1,1,0.0152,False,False,False,
shortcoming,1,1,0.0152,False,False,False,
handwritten,1,1,0.0152,False,False,False,
linear,1,1,0.0152,False,False,False,
denote,1,1,0.0152,False,False,False,
botswana,1,1,0.0152,False,False,False,
australia,1,1,0.0152,False,False,False,
country,1,1,0.0152,False,False,False,
docstring,1,1,0.0152,False,False,False,
past,1,1,0.0152,False,False,False,
adapt,3,1,0.0152,False,False,False,
plan,4,1,0.0152,False,False,False,
instructors,1,1,0.0152,False,False,False,
futile,1,1,0.0152,False,False,False,
resistance,1,1,0.0152,False,False,False,
ban,2,1,0.0152,False,False,False,
inaccurate,1,1,0.0152,False,False,False,
failed,1,1,0.0152,False,False,False,
assertion,1,1,0.0152,False,False,False,
forefront,1,1,0.0152,False,False,False,
deem,1,1,0.0152,False,False,False,
rare,1,1,0.0152,False,False,False,
job,1,1,0.0152,False,False,False,
prepare,1,1,0.0152,False,False,False,
diverge,1,1,0.0152,False,False,False,
cheating,1,1,0.0152,False,False,False,
discourage,1,1,0.0152,False,False,False,
incodern,1,1,0.0152,False,False,False,
short,1,1,0.0152,False,False,False,
continent,1,1,0.0152,False,False,False,
states,1,1,0.0152,False,False,False,
united,1,1,0.0152,False,False,False,
switzerland,1,1,0.0152,False,False,False,
spain,1,1,0.0152,False,False,False,
rwanda,1,1,0.0152,False,False,False,
chile,1,1,0.0152,False,False,False,
canada,1,1,0.0152,False,False,False,
ieee,3,1,0.0152,False,False,False,
health,1,1,0.0152,False,False,False,
savvy,1,1,0.0152,False,False,False,
salesforce,1,1,0.0152,False,False,False,
interested,1,1,0.0152,False,False,False,
chatbots,1,1,0.0152,False,False,False,
languages,1,1,0.0152,False,False,False,
unfamiliar,3,1,0.0152,False,False,False,
tech,4,1,0.0152,False,False,False,
gauging,1,1,0.0152,False,False,False,
usa,1,1,0.0152,False,False,False,
chicago,1,1,0.0152,False,False,False,
true,1,1,0.0152,False,False,False,
icer,1,1,0.0152,False,False,False,
converge,1,1,0.0152,False,False,False,
snapshot,1,1,0.0152,False,False,False,
recommenders,1,1,0.0152,False,False,False,
hijacking,1,1,0.0152,False,False,False,
hallucinating,1,1,0.0152,False,False,False,
mutation,1,1,0.0152,False,False,False,
unsure,1,1,0.0152,False,False,False,
bimodal,1,1,0.0152,False,False,False,
amount,1,1,0.0152,True,False,False,
evalplus,3,1,0.0152,False,False,False,
contexts,1,1,0.0152,False,False,False,
audience,1,1,0.0152,False,False,False,
talk,1,1,0.0152,False,False,False,
joint,1,1,0.0152,False,False,False,
meeting,1,1,0.0152,False,False,False,
wie,1,1,0.0152,False,False,False,
workshop,1,1,0.0152,False,False,False,
chapter,2,1,0.0152,False,False,False,
destructive,1,1,0.0152,False,False,False,
refuse,1,1,0.0152,False,False,False,
offensive,1,1,0.0152,False,False,False,
filter,1,1,0.0152,False,False,False,
constraint,15,1,0.0152,False,False,False,
mixture,1,1,0.0152,False,False,False,
loophole,1,1,0.0152,False,False,False,
guardrail,1,1,0.0152,False,False,False,
math,1,1,0.0152,False,False,False,
dead,1,1,0.0152,False,False,False,
fdc,3,1,0.0152,False,False,False,
toxic,2,1,0.0152,False,False,False,
harmful,2,1,0.0152,False,False,False,
guard,2,1,0.0152,False,False,False,
copied,1,1,0.0152,False,False,False,
adversarial,1,1,0.0152,False,False,False,
infrastructure,1,1,0.0152,False,False,False,
setup,1,1,0.0152,False,False,False,
squatter,1,1,0.0152,False,False,False,
determined,1,1,0.0152,False,False,False,
endpoint,1,1,0.0152,False,False,False,
directive,1,1,0.0152,False,False,False,
industrial,9,1,0.0152,False,False,False,
amplify,1,1,0.0152,False,False,False,
jsdelivr,1,1,0.0152,False,False,False,
cdn,1,1,0.0152,False,False,False,
delivery,1,1,0.0152,False,False,False,
nuget,1,1,0.0152,False,False,False,
npm,1,1,0.0152,False,False,False,
host,1,1,0.0152,False,False,False,
trojan,1,1,0.0152,False,False,False,
sudden,1,1,0.0152,False,False,False,
nologie,1,1,0.0152,False,False,False,
intrigue,1,1,0.0152,False,False,False,
probe,1,1,0.0152,False,False,False,
sense,1,1,0.0152,False,False,False,
excited,1,1,0.0152,False,False,False,
revolutionary,1,1,0.0152,False,False,False,
communities,1,1,0.0152,False,False,False,
cybersecurity,1,1,0.0152,False,False,False,
rail,3,1,0.0152,False,False,False,
violate,1,1,0.0152,False,False,False,
innocent,1,1,0.0152,False,False,False,
hijack,1,1,0.0152,False,False,False,
malware,1,1,0.0152,False,False,False,
land,1,1,0.0152,False,False,False,
live,1,1,0.0152,False,False,False,
sole,1,1,0.0152,False,False,False,
imdb,1,1,0.0152,False,False,False,
llmcodinghallucination,1,1,0.0152,False,False,False,
deepsoftwareanalytics,1,1,0.0152,False,False,False,
replication,1,1,0.0152,False,False,False,
elaborate,1,1,0.0152,False,False,False,
standalone,1,1,0.0152,False,False,False,
nuclear,18,1,0.0152,False,False,False,
associated,1,1,0.0152,False,False,False,
characterize,1,1,0.0152,False,False,False,
thorough,1,1,0.0152,False,False,False,
login,1,1,0.0152,False,False,False,
series,1,1,0.0152,False,False,False,
sequential,1,1,0.0152,False,False,False,
smallscale,1,1,0.0152,False,False,False,
map,1,1,0.0152,False,False,False,
sociotechnical,1,1,0.0152,False,False,False,
factors,1,1,0.0152,False,False,False,
disambiguation,1,1,0.0152,False,False,False,
proxy,1,1,0.0152,False,False,False,
idealized,1,1,0.0152,False,False,False,
load,2,1,0.0152,False,False,False,
induce,1,1,0.0152,False,False,False,
proposed,1,1,0.0152,False,False,False,
formalization,1,1,0.0152,False,False,False,
conflicting,1,1,0.0152,False,False,False,
coverage,1,1,0.0152,False,False,False,
acheive,1,1,0.0152,False,False,False,
clarification,1,1,0.0152,False,False,False,
ticoder,1,1,0.0152,False,False,False,
lend,1,1,0.0152,False,False,False,
informal,2,1,0.0152,False,False,False,
interactive,2,1,0.0152,False,False,False,
cwe,2,1,0.0152,False,False,False,
free,1,1,0.0152,False,False,False,
answering,1,1,0.0152,False,False,False,
anymore,1,1,0.0152,False,False,False,
finger,1,1,0.0152,False,False,False,
lift,1,1,0.0152,False,False,False,
synthesis,1,1,0.0152,False,False,False,
tell,1,1,0.0152,False,False,False,
position,1,1,0.0152,False,False,False,
llmbased,1,1,0.0152,False,False,False,
materialize,1,1,0.0152,False,False,False,
onset,1,1,0.0152,False,False,False,
discipline,1,1,0.0152,False,False,False,
scientist,1,1,0.0152,False,False,False,
life,1,1,0.0152,False,False,False,
tout,1,1,0.0152,False,False,False,
balance,1,1,0.0152,False,False,False,
confidence,1,1,0.0152,False,False,False,
retriever,1,1,0.0152,False,False,False,
dag,3,1,0.0152,False,False,False,
algorithms,1,1,0.0152,False,False,False,
public,1,1,0.0152,False,False,False,
frequency,7,1,0.0152,False,False,False,
developed,1,1,0.0152,False,False,False,
cloudapibench,3,1,0.0152,False,False,False,
mitigating,1,1,0.0152,False,False,False,
preserve,1,1,0.0152,False,False,False,
cyclomatic,1,1,0.0152,False,False,False,
dialog,1,1,0.0152,False,False,False,
